"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q8","Q9_First.Click","Q9_Last.Click","Q9_Page.Submit","Q9_Click.Count","Q13","Q10_First.Click","Q10_Last.Click","Q10_Page.Submit","Q10_Click.Count","Q11_First.Click","Q11_Last.Click","Q11_Page.Submit","Q11_Click.Count","Q12_First.Click","Q12_Last.Click","Q12_Page.Submit","Q12_Click.Count","id","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q2_7","Q2_8","Q2_9","Q2_10","Q2_11","Q2_12","Q2_13","Q2_14","Q2_15","Q2_16","Q2_17","Q2_18","Q2_19","Q2_20","Q2_21","Q4_1","Q4_2","Q4_3","Q4_4","Q4_5","Q4_6","Q4_7","Q4_8","Q4_9","Q4_10","Q4_11","Q4_12","Q4_13","Q4_14","Q4_15","Q4_16","Q4_17","Q4_18","Q4_19","Q4_20","Q5_1","Q5_2","Q5_3","Q5_4","Q5_5","Q5_6","Q5_7","Q5_8","Q5_9","Q5_10","Q5_11","Q5_12","Q5_13","Q5_14","Q5_15","Q5_16","Q5_17","Q5_18","Q5_19","Q5_20","totalbad"
"171","3/5/18 13:26","3/5/18 13:35",0,"146.7.4.92",100,561,1,"3/5/18 13:35","R_1meD2LSpsO8gcuf",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,29.465,29.465,42.989,1,"18",26.548,175.223,179.663,21,12.627,177.218,180.243,23,8.366,141.293,145.318,23,54635,4,4,3,5,4,5,4,4,4,3,4,5,2,3,3,4,5,4,5,5,1,4,3,4,4,3,5,1,4,4,4,1,5,2,5,5,3,3,1,5,4,5,5,4,4,2,4,4,5,4,4,3,3,5,4,4,3,4,4,5,4,3
"172","3/5/18 13:44","3/5/18 13:51",0,"146.7.4.85",100,410,1,"3/5/18 13:51","R_24C5DFKu8Kq4zrD",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.241,5.241,9.39,1,"19",4.869,143.357,145.758,23,3.063,114.237,114.841,23,6.106,129.074,130.343,27,55833,2,3,4,4,4,3,4,5,4,2,4,4,3,2,4,2,4,2,4,4,1,4,4,4,2,3,4,1,2,4,2,1,2,2,4,2,2,2,1,5,4,4,4,4,4,4,2,2,2,4,4,2,2,2,1,2,3,3,4,2,4,3
"173","3/5/18 15:15","3/5/18 15:20",0,"146.7.4.90",100,321,1,"3/5/18 15:20","R_PCjBAUk9o75Inip",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,55.137,55.137,56.835,1,"19",7.35,95.906,97.266,22,5.455,73.521,75.841,22,7.645,76.52,82.338,21,55400,4,3,4,4,3,4,4,4,4,2,2,4,3,4,4,4,4,4,5,5,1,4,2,4,3,2,4,1,4,4,3,5,1,1,3,5,1,1,1,3,4,1,1,1,4,1,4,4,3,4,3,5,1,1,3,4,3,2,4,2,1,5
"175","3/5/18 18:18","3/5/18 18:23",0,"12.50.138.170",100,290,1,"3/5/18 18:23","R_2shCMrVsk6VxNbH",NA,NA,NA,NA,37.20610046,-93.30319977,"anonymous","EN",1,30.93,33.377,34.048,2,"21",6.808,85.929,88.02,25,6.345,69.911,71.356,26,5.006,83.103,85.483,33,54772,3,3,4,4,4,3,4,4,4,2,4,3,2,3,4,4,4,3,4,4,1,4,4,4,3,3,4,3,3,3,4,2,4,3,3,3,3,3,2,3,4,3,2,3,4,3,2,3,2,4,2,3,2,3,3,3,3,3,4,3,3,2
"176","3/6/18 16:05","3/6/18 16:14",0,"146.7.4.86",100,519,1,"3/6/18 16:14","R_XpoHBHdgzg6dV3b",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,7.656,7.656,9.619,1,"19",3.216,92.105,93.284,22,9.348,80.52,82.147,22,51.865,322.899,325.335,22,55153,4,5,5,5,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,1,5,3,1,5,5,1,5,5,5,5,3,5,5,5,4,5,5,5,5,5,5,3,5,5,5,3,3,5,1,3,3,5,3,5,5,1
"177","3/6/18 17:01","3/6/18 17:06",0,"146.7.4.87",100,294,1,"3/6/18 17:06","R_1OE7zC0XtEPPPCx",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,30.231,30.231,34.033,1,"19",5.902,71.685,72.924,25,8.693,84.051,85.205,21,9.372,90.684,92.417,22,54468,2,3,4,5,4,3,3,4,1,2,5,5,1,3,4,4,5,5,3,3,1,3,3,4,3,4,3,3,1,4,3,1,4,5,4,4,2,5,1,5,4,5,5,5,4,5,4,4,4,3,5,2,2,4,3,3,3,3,3,5,4,5
"178","3/6/18 17:13","3/6/18 17:18",0,"146.7.4.84",100,294,1,"3/6/18 17:18","R_2wU0SNh07b55PYx",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.688,6.49,7.566,3,"19",3.139,83.68,85.185,27,5.998,98.418,100.212,24,2.728,87.378,88.845,23,55664,2,4,4,5,5,4,4,5,5,1,4,3,2,3,4,4,4,4,5,4,1,5,3,4,4,3,4,1,3,3,2,2,2,3,3,4,2,2,2,3,4,4,4,1,4,2,4,4,4,3,3,5,4,4,4,5,3,4,5,4,1,4
"180","3/6/18 18:30","3/6/18 18:36",0,"146.7.4.83",100,364,1,"3/6/18 18:36","R_3EMyWUHzvH10X9Z",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.243,22.726,25.481,3,"18",9.578,102.063,104.34,23,18.872,107.711,113.636,21,9.48,107.973,110.942,21,54857,2,2,2,2,3,5,4,2,2,2,3,3,2,2,2,2,3,3,5,4,1,4,2,5,3,2,5,1,2,3,2,2,5,5,3,5,2,4,3,4,4,4,3,5,4,4,3,4,3,4,3,1,1,4,5,3,3,5,5,4,4,4
"183","3/7/18 0:30","3/7/18 0:35",0,"206.246.27.1",100,275,1,"3/7/18 0:35","R_a3RFbGi8sBmRBbb",NA,NA,NA,NA,37.12269592,-93.39720154,"anonymous","EN",1,1.52,7.498,9.791,6,"19",0.957,80.331,82.248,71,2.373,85.998,86.53,69,2.917,83.299,84.489,56,55705,3,4,3,3,4,5,5,4,5,2,5,4,4,3,4,4,5,5,2,5,1,4,4,4,4,1,4,1,3,4,3,2,2,5,4,5,3,4,1,5,4,2,5,4,5,3,3,4,5,4,3,5,1,5,2,5,3,4,4,5,2,5
"185","3/7/18 14:41","3/7/18 14:46",0,"146.7.4.89",100,336,1,"3/7/18 14:46","R_ROCgapkcGIOdUs1",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,4.182,4.182,7.216,1,"19",10.288,118.635,120.9,25,4.415,102.645,104.099,22,3.61,93.404,95.008,22,55691,1,3,3,3,5,1,4,4,5,2,3,5,1,1,4,4,2,1,5,3,1,3,3,2,2,1,4,1,3,2,2,4,3,3,2,4,2,1,1,5,4,5,2,4,3,2,2,2,3,3,3,4,1,2,4,4,3,5,3,1,1,5
"186","3/7/18 14:41","3/7/18 14:52",0,"146.7.4.83",100,661,1,"3/7/18 14:52","R_2YfEgty5JiV61i3",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,122.346,122.346,125.696,1,"18",7.954,152.041,153.685,23,180.382,267.279,269.088,21,8.941,99.532,103.385,20,54817,4,3,5,4,4,2,5,5,4,3,5,4,4,3,4,4,4,4,4,5,1,5,4,5,3,5,5,2,2,4,2,4,4,5,4,4,2,5,1,5,4,4,5,5,4,2,3,3,4,4,4,5,2,3,4,4,3,4,5,4,2,4
"188","3/7/18 19:53","3/7/18 20:01",0,"146.7.4.87",100,488,1,"3/7/18 20:01","R_30uAblxgFIZhIZo",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.632,10.795,13.176,4,"18",0.968,153.12,154.753,27,6.69,105.33,107.373,24,11.582,198.557,200.129,27,54879,5,3,5,3,4,2,5,5,5,3,3,4,4,3,5,5,4,3,3,3,1,5,3,3,3,3,5,1,4,5,3,3,1,3,4,5,3,1,1,5,4,5,3,5,5,2,5,4,5,5,4,5,1,5,5,5,3,5,4,4,3,3
"189","3/7/18 20:06","3/7/18 20:29",0,"75.98.102.184",100,1370,1,"3/7/18 20:29","R_WqcKPtDjs9XFxgR",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,7.463,7.463,22.406,1,"20",14.41,148.326,151.427,31,12.589,580.905,582.076,31,19.441,551.863,555.221,39,55268,4,3,4,3,4,2,3,3,3,2,3,4,3,3,4,4,3,4,4,3,5,4,3,4,4,4,4,4,3,4,4,3,4,4,3,4,3,1,2,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,5,3,3,4,3,3,2,4
"190","3/6/18 12:06","3/8/18 10:29",0,"146.7.4.86",100,166989,1,"3/8/18 10:29","R_2CTxVFR7jvmbfaD",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.996,2.996,11.372,1,"19",9.275,150.107,152.507,22,10.34,152.725,154.447,26,2.377,166659.209,166660.903,20,54710,4,4,4,5,5,4,5,4,4,3,4,4,4,3,4,4,5,5,5,4,1,4,4,5,5,3,5,2,3,4,4,5,5,4,4,5,2,4,3,5,4,5,5,5,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3
"191","3/8/18 13:13","3/8/18 13:17",0,"146.7.4.92",100,209,1,"3/8/18 13:17","R_3NIGQGXiM4TH0RE",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.798,3.798,10.222,1,"18",7.653,42.178,43.558,22,14.947,84.219,87.133,20,6.551,57.984,59.448,22,54638,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,4,4,5,5,4,3,4,5,1,4,5,3,5,5,2,1,5,4,3,4,3,4,3,5,5,5,5,5,2,1,4,5,5,3,3,5,5,2,5
"194","3/8/18 16:06","3/8/18 16:17",0,"146.7.4.82",100,642,1,"3/8/18 16:17","R_Y9efJJZCAq7ECZj",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,10.65,15.541,18.005,3,"20",27.116,142.972,144.316,26,9.398,340.226,344.811,22,6.853,121.507,123.41,23,54716,2,2,3,4,4,2,3,2,2,2,2,1,1,3,4,3,1,2,2,2,1,4,3,3,1,4,4,2,1,2,2,1,4,2,2,3,3,3,3,1,4,1,1,3,2,4,3,2,3,2,1,2,1,2,3,2,3,4,4,2,5,3
"195","3/8/18 18:32","3/8/18 18:52",0,"216.199.2.166",100,1187,1,"3/8/18 18:52","R_296cG1kbQnwRqNK",NA,NA,NA,NA,37.29989624,-93.30840302,"anonymous","EN",1,15.08,24.235,25.848,4,"1991",3.792,300.626,302.822,29,3.832,340.635,342.395,27,2.909,486.814,488.677,30,54592,3,5,5,5,5,5,5,5,5,3,3,3,3,5,5,5,3,3,5,5,1,5,3,3,5,5,5,3,5,5,4,1,5,1,3,5,5,3,3,5,5,5,5,3,5,3,3,5,5,5,5,1,1,5,1,5,3,5,5,3,1,2
"196","3/9/18 8:37","3/9/18 8:45",0,"146.7.4.91",100,479,1,"3/9/18 8:45","R_3dW9t6muTctwXuk",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,33.357,53.604,60.263,5,"23",12.721,130.673,138.014,21,9.181,140.23,141.218,25,8.915,127.891,129.257,31,54694,3,3,4,3,4,3,4,3,2,4,5,4,1,3,2,4,3,5,4,4,1,4,3,3,3,3,4,1,2,5,4,3,3,5,5,5,2,3,1,4,4,4,3,2,2,1,3,3,4,3,3,5,1,3,3,3,3,3,4,3,3,3
"197","3/9/18 11:15","3/9/18 11:21",0,"216.176.237.253",100,350,1,"3/9/18 11:21","R_1rJPGc4fi5itqvk",NA,NA,NA,NA,38.4907074,-90.37960052,"anonymous","EN",1,3.199,7.557,30.307,2,"25",4.511,91.905,93.617,21,3.431,102.293,104.458,20,8.297,110.079,113.045,22,54504,4,3,4,4,4,4,4,5,5,4,4,3,3,3,4,3,3,3,5,4,1,4,4,4,3,4,5,2,4,4,3,2,2,5,2,4,5,2,1,3,4,3,3,3,3,3,3,4,4,5,4,2,1,4,3,5,2,5,3,4,1,4
"200","3/15/18 15:25","3/15/18 15:34",0,"65.87.61.124",100,507,1,"3/15/18 15:34","R_1Oq7yq87T3B7966",NA,NA,NA,NA,38.31190491,-90.15350342,"anonymous","EN",1,6.608,20.888,22.691,5,"18",9.086,148.546,149.725,23,12.919,162.349,164.165,22,51.419,159.133,160.518,22,54798,4,3,4,4,4,4,4,4,4,2,4,3,3,3,5,3,3,3,5,4,1,4,4,4,3,4,5,1,3,4,3,2,5,3,4,5,2,3,2,3,4,4,3,4,4,2,4,2,2,4,3,4,2,4,4,3,3,4,3,3,2,2
"201","3/19/18 8:13","3/19/18 8:23",0,"108.235.49.168",100,608,1,"3/19/18 8:23","R_BA3YENnpHmwUUA9",NA,NA,NA,NA,37.11680603,-93.32129669,"anonymous","EN",1,3.485,7.818,9.204,3,"19",5.181,173.674,175.112,29,5.127,256.175,258.177,27,4.123,140.911,143.231,24,55381,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,1,5,1,5,4,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,3,5,5,5,5,0
"202","3/19/18 8:36","3/19/18 8:40",0,"71.68.142.254",100,268,1,"3/19/18 8:40","R_2zBd88k4KlnaBEw",NA,NA,NA,NA,33.93559265,-80.95240021,"anonymous","EN",1,16.83,16.83,19.812,1,"31",9.202,74.308,76.183,21,5.23,90.396,92.002,21,7.071,68.031,70.304,22,54521,4,3,4,4,4,3,4,4,4,2,4,1,1,4,4,4,4,4,3,5,1,5,4,5,3,4,4,1,3,4,4,1,5,4,4,4,3,4,1,1,4,1,4,3,4,2,5,4,4,4,4,2,1,4,4,4,3,3,3,4,4,5
"203","3/19/18 13:07","3/19/18 13:13",0,"146.7.4.84",100,366,1,"3/19/18 13:13","R_yryzd6ItMGyjl17",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.794,7.777,9.985,2,"19",22.199,125.07,126.724,24,3.818,107.835,109.323,21,6.718,106.091,107.383,25,55674,3,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,5,4,1,4,4,4,4,4,5,2,2,4,4,2,4,3,4,4,3,3,1,4,4,4,4,4,4,1,4,4,4,4,4,4,2,5,4,4,3,4,4,4,3,3
"204","3/19/18 15:09","3/19/18 15:19",0,"99.28.125.39",100,595,1,"3/19/18 15:19","R_1E4NooR0hFuEDP9",NA,NA,NA,NA,37.21899414,-93.31759644,"anonymous","EN",1,2.394,17.173,17.188,7,"20",4.088,189.086,190.03,59,3.028,194.929,194.956,61,8.63,182.316,183.625,53,55161,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,4,1,4,3,3,4,3,3,1,3,4,4,1,3,3,5,5,3,3,1,3,4,3,3,3,3,3,3,3,3,3,3,4,1,3,3,3,3,4,4,2,3,2
"205","3/19/18 15:26","3/19/18 15:29",0,"146.7.4.90",100,151,1,"3/19/18 15:29","R_2Xjp2csdvwzbLxD",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,0.872,3.739,3.803,5,"18",2.167,34.779,34.853,56,9.886,75.895,76.823,48,0.96,20.481,21.345,47,55758,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,5,5,3,3,5,3,1,3,3,1,3,3,3,5,3,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"206","3/19/18 15:37","3/19/18 15:42",0,"209.106.13.199",100,324,1,"3/19/18 15:42","R_27qfEn2VVR7DPbX",NA,NA,NA,NA,38.39920044,-90.55660248,"anonymous","EN",1,7.376,10.886,12.577,2,"29",4.493,63.917,67.613,21,5.989,163.993,165.289,21,7.13,67.53,69.677,21,54564,1,1,1,1,4,1,4,4,4,1,1,1,1,1,3,1,1,1,4,4,1,4,1,4,1,1,4,2,1,1,1,1,3,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,2,1,1,3,1,3,1,1,1,4,4
"207","3/19/18 15:41","3/19/18 15:58",0,"146.7.4.90",100,1026,1,"3/19/18 15:58","R_3qUzdiwoojB34qw",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,100.779,103.178,106.207,2,"19",85.571,247.287,248.626,23,258.868,530.462,534.409,23,18.64,122.975,124.842,23,54676,2,2,4,4,4,2,5,3,4,1,3,5,1,1,2,2,4,2,4,4,1,4,3,4,3,2,4,1,1,4,2,1,4,4,3,4,2,3,1,5,4,5,5,4,3,3,4,2,4,4,4,4,4,4,5,4,3,5,5,4,4,4
"208","3/19/18 19:30","3/19/18 19:37",0,"146.7.4.83",100,415,1,"3/19/18 19:37","R_2QXMmAVShiu5BG5",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,11.405,16.793,19.32,2,"18",10.784,124.261,125.981,25,12.696,119.067,120.425,24,6.09,138.195,139.558,26,55817,3,3,4,2,4,3,3,5,5,2,4,4,5,3,3,3,5,5,2,4,1,4,3,4,2,3,4,2,1,4,3,1,5,3,3,4,3,4,1,4,4,2,5,4,4,2,3,2,4,3,5,1,4,3,3,4,3,4,3,4,5,3
"209","3/20/18 14:04","3/20/18 14:06",0,"146.7.4.91",100,148,1,"3/20/18 14:06","R_8HpeJVSPEjyVDKF",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.027,6.027,9.095,1,"19",1.418,16.05,17.746,21,14.557,32.013,33.528,22,55.18,67.998,69.838,20,54805,4,4,3,4,4,3,4,4,2,4,2,3,4,2,3,3,2,3,4,4,4,3,3,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
"210","3/20/18 20:04","3/20/18 20:11",0,"146.7.4.89",100,427,1,"3/20/18 20:11","R_PYUKUtyvexZcSOt",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.44,6.44,7.584,1,"19",21.905,107.961,109.001,23,8.495,100.952,102.448,22,111.691,198.552,199.829,25,55867,4,4,4,3,3,4,4,4,3,4,4,4,1,3,4,4,5,4,4,4,1,4,4,4,4,3,4,2,4,4,4,2,2,4,4,4,2,3,1,5,4,4,5,3,4,3,3,4,3,4,5,4,1,3,4,4,3,3,3,3,3,3
"212","3/20/18 22:27","3/20/18 22:33",0,"50.81.62.167",100,355,1,"3/20/18 22:33","R_PUntN9zErOU8lGx",NA,NA,NA,NA,37.17019653,-93.32969666,"anonymous","EN",1,3.839,5.168,7.264,2,"19",5.676,102.843,103.385,29,4.549,112.111,113.211,26,7.94,115.883,117.135,25,54778,2,3,4,5,4,3,4,4,4,3,4,3,2,2,5,4,4,4,4,3,1,3,4,4,3,3,5,1,1,2,2,1,2,4,4,5,1,2,1,4,4,4,4,3,2,1,2,4,3,4,4,4,1,2,4,4,3,3,4,2,2,4
"213","3/21/18 12:36","3/21/18 12:44",0,"173.127.169.251",100,468,1,"3/21/18 12:44","R_2dZygrP4CKaKVrv",NA,NA,NA,NA,39.11140442,-94.46659851,"anonymous","EN",1,5.176,5.176,7.219,1,"19",4.131,149.887,150.781,25,7.468,129.047,130.374,32,4.575,165.658,167.055,26,55907,4,3,3,4,5,4,3,3,3,3,3,4,3,3,3,3,4,4,5,3,1,5,5,3,3,3,3,1,3,4,1,1,5,5,4,5,3,3,1,5,3,5,5,4,4,1,3,3,3,5,4,5,4,5,3,4,3,5,3,5,1,5
"214","3/21/18 12:42","3/21/18 12:47",0,"146.7.4.92",100,322,1,"3/21/18 12:47","R_2X6Rx4gx4j5HSun",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,0.917,18.947,20.134,10,"18",0.219,98.831,100.325,68,2.121,93.56,94.922,63,3.603,92.565,94.071,71,54773,2,4,4,1,4,3,5,5,3,3,1,1,1,3,4,4,1,1,3,4,1,4,4,4,3,4,4,1,1,4,2,1,5,1,5,4,1,1,1,1,4,1,3,3,3,4,3,3,2,4,1,2,1,1,2,3,3,3,3,1,5,5
"215","3/21/18 12:53","3/21/18 12:58",0,"146.7.4.91",100,314,1,"3/21/18 12:58","R_s7GkY0pvtKWnr8t",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,20.425,20.425,24.071,1,"18",4.997,82.208,83.986,21,8.549,93.657,95.379,20,10.964,100.406,102.432,23,54683,3,3,2,4,4,2,4,4,3,2,2,5,1,1,2,3,4,5,4,4,1,4,3,4,3,1,4,1,1,3,1,1,2,4,5,2,1,1,1,5,4,4,5,4,3,3,3,3,4,4,3,5,2,3,3,4,3,5,4,3,2,4
"216","3/21/18 13:25","3/21/18 13:40",0,"146.7.4.89",100,904,1,"3/21/18 13:40","R_9n0sbDDAOtxEoCt",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,8.51,19.814,24.196,2,"18",15.998,317.524,320.936,41,163.168,313.165,314.745,58,0.847,171.123,173.006,37,54880,2,2,4,3,5,4,5,4,4,3,5,5,2,4,4,5,5,4,4,3,1,3,4,3,3,3,5,2,4,4,3,1,4,4,5,5,3,5,1,5,4,4,5,5,3,2,3,3,3,4,4,4,4,3,5,3,3,4,3,4,1,4
"218","3/21/18 17:00","3/21/18 17:08",0,"146.7.4.92",100,464,1,"3/21/18 17:08","R_2xFd7WOrFxPByL4",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,13.051,21.394,23.822,2,"19",2.353,129.176,130.426,25,3.776,130.149,131.46,21,5.234,166.364,167.614,21,55342,4,3,4,4,4,2,4,4,4,2,1,1,1,2,4,4,1,1,4,4,1,4,4,4,3,3,4,2,2,2,2,2,5,1,1,4,2,1,2,1,4,1,1,4,3,4,3,4,2,3,1,2,1,2,4,2,3,2,4,1,4,5
"219","3/21/18 17:52","3/21/18 17:59",0,"146.7.4.91",100,415,1,"3/21/18 17:59","R_23gGK0bo3S7ZeTF",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2.226,2.226,3.522,1,"19",6.222,131.592,133.056,28,42.262,143.79,144.406,26,4.676,126.036,127.85,29,55875,2,3,4,3,4,3,4,4,4,2,3,4,2,2,4,3,3,4,4,4,1,4,4,2,2,3,4,1,1,3,3,1,4,2,5,4,2,3,2,4,4,4,3,4,2,2,3,4,2,4,2,5,2,3,4,4,3,5,4,4,2,4
"220","3/21/18 21:04","3/21/18 21:15",0,"146.7.4.85",100,654,1,"3/21/18 21:15","R_1FL267hbVC5icxA",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.304,3.304,6.495,1,"19",124.122,186.749,188.374,21,6.597,82.273,83.219,22,135.609,364.589,365.949,20,55253,4,4,5,5,5,5,4,5,5,2,5,5,1,4,5,5,5,5,5,3,1,4,5,5,4,1,5,1,1,4,2,1,1,5,5,4,4,5,3,5,4,4,5,3,4,5,1,3,3,5,5,5,4,4,1,5,3,4,2,4,2,5
"222","3/21/18 23:33","3/21/18 23:37",0,"146.7.4.88",100,271,1,"3/21/18 23:37","R_2P0gbIcdD97Lm5h",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.61,5.61,7.655,1,"18",11.165,88.102,89.846,24,4.019,77.3,79.923,21,2.509,82.716,83.705,24,54631,3,2,2,2,4,2,3,4,4,2,4,4,1,2,2,2,4,2,5,4,1,4,4,4,3,3,5,1,1,3,2,2,4,4,4,5,2,2,1,4,4,4,4,4,3,4,2,2,2,3,4,2,1,2,2,4,3,4,5,2,4,4
"224","3/22/18 11:35","3/22/18 11:41",0,"146.7.4.84",100,336,1,"3/22/18 11:41","R_2b1P28eDcl0MGTY",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,21.456,21.456,27.098,1,"18",3.94,97.8,99.378,22,4.658,109.342,111.315,21,2.569,86.487,87.869,21,54876,5,5,5,5,5,5,5,5,5,4,5,3,4,5,5,5,5,5,5,5,1,4,4,5,4,5,5,2,3,5,4,1,2,4,2,4,4,3,3,2,4,4,4,5,5,4,5,4,5,5,4,4,5,5,5,5,3,5,5,5,5,2
"226","3/22/18 14:22","3/22/18 14:27",0,"146.7.4.83",100,316,1,"3/22/18 14:27","R_ysdALlzXu77eufD",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,3.55,3.55,4.832,1,"20",4.787,81.556,83.356,22,13.204,118.687,120.207,36,4.601,96.564,98.204,25,55780,5,5,5,5,5,5,5,5,5,5,3,5,2,4,5,5,4,4,5,4,1,5,5,5,4,4,5,4,4,5,4,4,5,4,5,5,4,2,1,5,2,4,5,5,5,3,3,5,5,5,5,5,4,5,3,5,3,4,5,5,4,3
"228","3/22/18 16:25","3/22/18 16:35",0,"146.7.4.89",100,587,1,"3/22/18 16:35","R_2bPs0MefV2RmUnR",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,64.802,64.802,67.831,1,"18",6.958,37.225,42.287,23,31.947,431.907,434.39,22,5.8,27.205,28.571,24,54697,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,2,5,1,1,3,3,1,4,3,3,4,3,1,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5
"229","3/22/18 18:16","3/22/18 18:42",0,"146.7.4.75",100,1557,1,"3/22/18 18:42","R_2TFZcPMXW4CcKRZ",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,6.04,9.055,9.444,5,"19",13.18,374.84,377.001,21,77.551,260.221,264.455,21,5.475,887.049,889.347,20,54562,3,4,3,4,5,3,4,5,4,4,4,5,3,3,3,4,4,5,3,4,1,4,3,4,3,3,5,2,3,3,4,1,3,4,4,4,2,3,1,5,4,4,4,4,4,2,3,3,4,4,3,2,1,4,4,4,3,4,4,3,2,3
"230","3/22/18 18:33","3/22/18 19:26",0,"146.7.4.91",100,3152,1,"3/22/18 19:26","R_2rZ9BbjAwnfBhNg",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,2434.958,2434.958,2438.242,1,"19",112.749,303.56,306.948,21,8.677,170.42,174.05,22,7.901,221.683,224.042,20,54482,2,2,2,4,4,4,4,4,4,2,3,3,2,2,4,4,3,3,4,4,1,2,3,4,2,2,2,2,2,4,2,2,4,4,2,4,2,3,2,3,4,3,3,4,2,3,2,4,2,3,4,4,4,4,3,4,3,2,2,3,3,2
"231","3/22/18 20:52","3/22/18 21:07",0,"146.7.4.85",100,946,1,"3/22/18 21:07","R_Zt65YfdEkJQSNzP",NA,NA,NA,NA,37.21530151,-93.29820251,"anonymous","EN",1,5.066,7.27,12.335,2,"19",0.613,336.943,339.407,23,310.666,378.543,380.613,23,35.133,199.688,200.927,19,55689,5,4,5,5,5,5,5,5,5,4,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,1,1,5,4,5,5,1,5,2,5,5,5,5,5,5,3,5,5,5,3,5,5,5,1,2
